UNIQUE_KEY,DATABASE,SCHEMA,TABLE_NAME,COLUMN_NAME,COLUMN_DESCRIPTION,RESOURCE_TYPE,NAME,SQL,REFERENCE,UPSTREAM_TABLE,UPSTREAM_COLUMN,REASONING
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_orders.ORDER_TOTAL,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_orders,ORDER_TOTAL,,model,stg_orders,"with

source as (

    select * from {{ source('ecom', 'raw_orders') }}

),

renamed as (

    select

        ----------  ids
        id as order_id,
        store_id as location_id,
        customer as customer_id,

        ---------- numerics
        subtotal as subtotal_cents,
        tax_paid as tax_paid_cents,
        order_total as order_total_cents,
        {{ cents_to_dollars('subtotal') }} as subtotal,
        {{ cents_to_dollars('tax_paid') }} as tax_paid,
        {{ cents_to_dollars('order_total') }} as order_total,

        ---------- timestamps
        {{ dbt.date_trunc('day','ordered_at') }} as ordered_at

    from source

)

select * from renamed",,ecom.raw_orders,order_total,"The column `order_total` is directly selected from the `source` table (which is `ecom.raw_orders`) and transformed to `order_total_cents` before being converted to dollars, indicating a one-to-one mapping with a transformation applied."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_orders.ORDERED_AT,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_orders,ORDERED_AT,,model,stg_orders,"with

source as (

    select * from {{ source('ecom', 'raw_orders') }}

),

renamed as (

    select

        ----------  ids
        id as order_id,
        store_id as location_id,
        customer as customer_id,

        ---------- numerics
        subtotal as subtotal_cents,
        tax_paid as tax_paid_cents,
        order_total as order_total_cents,
        {{ cents_to_dollars('subtotal') }} as subtotal,
        {{ cents_to_dollars('tax_paid') }} as tax_paid,
        {{ cents_to_dollars('order_total') }} as order_total,

        ---------- timestamps
        {{ dbt.date_trunc('day','ordered_at') }} as ordered_at

    from source

)

select * from renamed",,ecom.raw_orders,ordered_at,The column 'ordered_at' is directly selected from the source table 'ecom.raw_orders' and is truncated to the day level using the `dbt.date_trunc` function.
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.products.PRODUCT_ID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.products,PRODUCT_ID,,model,products,"with

products as (

    select * from {{ ref('stg_products') }}

)

select * from products","stg_products.PRODUCT_ID: , stg_products.PRODUCT_NAME: , stg_products.PRODUCT_TYPE: , stg_products.PRODUCT_DESCRIPTION: , stg_products.PRODUCT_PRICE: , stg_products.IS_FOOD_ITEM: , stg_products.IS_DRINK_ITEM: ",stg_products,stg_products.PRODUCT_ID,"This column is directly selected from the upstream table without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.products.PRODUCT_NAME,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.products,PRODUCT_NAME,,model,products,"with

products as (

    select * from {{ ref('stg_products') }}

)

select * from products","stg_products.PRODUCT_ID: , stg_products.PRODUCT_NAME: , stg_products.PRODUCT_TYPE: , stg_products.PRODUCT_DESCRIPTION: , stg_products.PRODUCT_PRICE: , stg_products.IS_FOOD_ITEM: , stg_products.IS_DRINK_ITEM: ",stg_products,stg_products.PRODUCT_NAME,"The column PRODUCT_NAME is directly selected from the stg_products table without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.products.PRODUCT_TYPE,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.products,PRODUCT_TYPE,,model,products,"with

products as (

    select * from {{ ref('stg_products') }}

)

select * from products","stg_products.PRODUCT_ID: , stg_products.PRODUCT_NAME: , stg_products.PRODUCT_TYPE: , stg_products.PRODUCT_DESCRIPTION: , stg_products.PRODUCT_PRICE: , stg_products.IS_FOOD_ITEM: , stg_products.IS_DRINK_ITEM: ",stg_products,stg_products.PRODUCT_TYPE,"The column PRODUCT_TYPE is directly selected from the stg_products table without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.products.PRODUCT_DESCRIPTION,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.products,PRODUCT_DESCRIPTION,,model,products,"with

products as (

    select * from {{ ref('stg_products') }}

)

select * from products","stg_products.PRODUCT_ID: , stg_products.PRODUCT_NAME: , stg_products.PRODUCT_TYPE: , stg_products.PRODUCT_DESCRIPTION: , stg_products.PRODUCT_PRICE: , stg_products.IS_FOOD_ITEM: , stg_products.IS_DRINK_ITEM: ",stg_products,stg_products.PRODUCT_DESCRIPTION,"The column PRODUCT_DESCRIPTION is directly selected from the stg_products table without any transformation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.products.PRODUCT_PRICE,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.products,PRODUCT_PRICE,,model,products,"with

products as (

    select * from {{ ref('stg_products') }}

)

select * from products","stg_products.PRODUCT_ID: , stg_products.PRODUCT_NAME: , stg_products.PRODUCT_TYPE: , stg_products.PRODUCT_DESCRIPTION: , stg_products.PRODUCT_PRICE: , stg_products.IS_FOOD_ITEM: , stg_products.IS_DRINK_ITEM: ",stg_products,stg_products.PRODUCT_PRICE,"The column PRODUCT_PRICE is directly selected from the stg_products table without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.products.IS_FOOD_ITEM,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.products,IS_FOOD_ITEM,,model,products,"with

products as (

    select * from {{ ref('stg_products') }}

)

select * from products","stg_products.PRODUCT_ID: , stg_products.PRODUCT_NAME: , stg_products.PRODUCT_TYPE: , stg_products.PRODUCT_DESCRIPTION: , stg_products.PRODUCT_PRICE: , stg_products.IS_FOOD_ITEM: , stg_products.IS_DRINK_ITEM: ",stg_products,stg_products.IS_FOOD_ITEM,"The column IS_FOOD_ITEM is directly selected from the stg_products table without any transformations or calculations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.products.IS_DRINK_ITEM,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.products,IS_DRINK_ITEM,,model,products,"with

products as (

    select * from {{ ref('stg_products') }}

)

select * from products","stg_products.PRODUCT_ID: , stg_products.PRODUCT_NAME: , stg_products.PRODUCT_TYPE: , stg_products.PRODUCT_DESCRIPTION: , stg_products.PRODUCT_PRICE: , stg_products.IS_FOOD_ITEM: , stg_products.IS_DRINK_ITEM: ",stg_products,stg_products.IS_DRINK_ITEM,"The column IS_DRINK_ITEM is directly selected from the upstream table stg_products without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_products.PRODUCT_ID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_products,PRODUCT_ID,,model,stg_products,"with

source as (

    select * from {{ source('ecom', 'raw_products') }}

),

renamed as (

    select

        ----------  ids
        sku as product_id,

        ---------- text
        name as product_name,
        type as product_type,
        description as product_description,


        ---------- numerics
        {{ cents_to_dollars('price') }} as product_price,

        ---------- booleans
        coalesce(type = 'jaffle', false) as is_food_item,

        coalesce(type = 'beverage', false) as is_drink_item

    from source

)

select * from renamed",,ecom.raw_products,sku,"The PRODUCT_ID is derived directly from the sku column in the source table without any transformation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_products.PRODUCT_NAME,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_products,PRODUCT_NAME,,model,stg_products,"with

source as (

    select * from {{ source('ecom', 'raw_products') }}

),

renamed as (

    select

        ----------  ids
        sku as product_id,

        ---------- text
        name as product_name,
        type as product_type,
        description as product_description,


        ---------- numerics
        {{ cents_to_dollars('price') }} as product_price,

        ---------- booleans
        coalesce(type = 'jaffle', false) as is_food_item,

        coalesce(type = 'beverage', false) as is_drink_item

    from source

)

select * from renamed",,ecom.raw_products,name,The PRODUCT_NAME column is directly sourced from the name column in the ecom.raw_products table without any transformation.
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_products.PRODUCT_TYPE,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_products,PRODUCT_TYPE,,model,stg_products,"with

source as (

    select * from {{ source('ecom', 'raw_products') }}

),

renamed as (

    select

        ----------  ids
        sku as product_id,

        ---------- text
        name as product_name,
        type as product_type,
        description as product_description,


        ---------- numerics
        {{ cents_to_dollars('price') }} as product_price,

        ---------- booleans
        coalesce(type = 'jaffle', false) as is_food_item,

        coalesce(type = 'beverage', false) as is_drink_item

    from source

)

select * from renamed",,ecom.raw_products,type,"The column PRODUCT_TYPE is directly sourced from the column 'type' in the raw_products table without any transformation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_products.PRODUCT_DESCRIPTION,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_products,PRODUCT_DESCRIPTION,,model,stg_products,"with

source as (

    select * from {{ source('ecom', 'raw_products') }}

),

renamed as (

    select

        ----------  ids
        sku as product_id,

        ---------- text
        name as product_name,
        type as product_type,
        description as product_description,


        ---------- numerics
        {{ cents_to_dollars('price') }} as product_price,

        ---------- booleans
        coalesce(type = 'jaffle', false) as is_food_item,

        coalesce(type = 'beverage', false) as is_drink_item

    from source

)

select * from renamed",,ecom.raw_products,description,The column `product_description` is directly selected from the `description` column in the `ecom.raw_products` source table without any transformations.
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_products.PRODUCT_PRICE,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_products,PRODUCT_PRICE,,model,stg_products,"with

source as (

    select * from {{ source('ecom', 'raw_products') }}

),

renamed as (

    select

        ----------  ids
        sku as product_id,

        ---------- text
        name as product_name,
        type as product_type,
        description as product_description,


        ---------- numerics
        {{ cents_to_dollars('price') }} as product_price,

        ---------- booleans
        coalesce(type = 'jaffle', false) as is_food_item,

        coalesce(type = 'beverage', false) as is_drink_item

    from source

)

select * from renamed",,ecom.raw_products,price,"The PRODUCT_PRICE column is derived from the price column in the raw_products table, transformed using the `cents_to_dollars` function to convert the value from cents to dollars."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_products.IS_FOOD_ITEM,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_products,IS_FOOD_ITEM,,model,stg_products,"with

source as (

    select * from {{ source('ecom', 'raw_products') }}

),

renamed as (

    select

        ----------  ids
        sku as product_id,

        ---------- text
        name as product_name,
        type as product_type,
        description as product_description,


        ---------- numerics
        {{ cents_to_dollars('price') }} as product_price,

        ---------- booleans
        coalesce(type = 'jaffle', false) as is_food_item,

        coalesce(type = 'beverage', false) as is_drink_item

    from source

)

select * from renamed",,ecom.raw_products,type,"The column IS_FOOD_ITEM is derived from a boolean expression evaluating the 'type' column from the source table, indicating that it is a calculated field based on the 'type' value being equal to 'jaffle'."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_products.IS_DRINK_ITEM,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_products,IS_DRINK_ITEM,,model,stg_products,"with

source as (

    select * from {{ source('ecom', 'raw_products') }}

),

renamed as (

    select

        ----------  ids
        sku as product_id,

        ---------- text
        name as product_name,
        type as product_type,
        description as product_description,


        ---------- numerics
        {{ cents_to_dollars('price') }} as product_price,

        ---------- booleans
        coalesce(type = 'jaffle', false) as is_food_item,

        coalesce(type = 'beverage', false) as is_drink_item

    from source

)

select * from renamed",,ecom.raw_products,type,The column `is_drink_item` is derived from a boolean expression that checks if the `type` is equal to 'beverage'.
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_supplies.SUPPLY_UUID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_supplies,SUPPLY_UUID,,model,stg_supplies,"with

source as (

    select * from {{ source('ecom', 'raw_supplies') }}

),

renamed as (

    select

        ----------  ids
        {{ dbt_utils.generate_surrogate_key(['id', 'sku']) }} as supply_uuid,
        id as supply_id,
        sku as product_id,

        ---------- text
        name as supply_name,

        ---------- numerics
        {{ cents_to_dollars('cost') }} as supply_cost,

        ---------- booleans
        perishable as is_perishable_supply

    from source

)

select * from renamed",,ecom.raw_supplies,"id, sku",The column SUPPLY_UUID is generated as a surrogate key from the combination of id and sku from the source table without any transformations.
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_supplies.SUPPLY_ID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_supplies,SUPPLY_ID,,model,stg_supplies,"with

source as (

    select * from {{ source('ecom', 'raw_supplies') }}

),

renamed as (

    select

        ----------  ids
        {{ dbt_utils.generate_surrogate_key(['id', 'sku']) }} as supply_uuid,
        id as supply_id,
        sku as product_id,

        ---------- text
        name as supply_name,

        ---------- numerics
        {{ cents_to_dollars('cost') }} as supply_cost,

        ---------- booleans
        perishable as is_perishable_supply

    from source

)

select * from renamed",,ecom.raw_supplies,id,"The column `supply_id` is directly selected from the source table without any transformations, indicating a one-to-one mapping from the `id` column in `ecom.raw_supplies`."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_supplies.PRODUCT_ID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_supplies,PRODUCT_ID,,model,stg_supplies,"with

source as (

    select * from {{ source('ecom', 'raw_supplies') }}

),

renamed as (

    select

        ----------  ids
        {{ dbt_utils.generate_surrogate_key(['id', 'sku']) }} as supply_uuid,
        id as supply_id,
        sku as product_id,

        ---------- text
        name as supply_name,

        ---------- numerics
        {{ cents_to_dollars('cost') }} as supply_cost,

        ---------- booleans
        perishable as is_perishable_supply

    from source

)

select * from renamed",,ecom.raw_supplies,sku,"The column `product_id` is directly sourced from the `sku` column in the `ecom.raw_supplies` table, indicating a one-to-one mapping without any transformation."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_supplies.SUPPLY_NAME,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_supplies,SUPPLY_NAME,,model,stg_supplies,"with

source as (

    select * from {{ source('ecom', 'raw_supplies') }}

),

renamed as (

    select

        ----------  ids
        {{ dbt_utils.generate_surrogate_key(['id', 'sku']) }} as supply_uuid,
        id as supply_id,
        sku as product_id,

        ---------- text
        name as supply_name,

        ---------- numerics
        {{ cents_to_dollars('cost') }} as supply_cost,

        ---------- booleans
        perishable as is_perishable_supply

    from source

)

select * from renamed",,ecom.raw_supplies,name,"The column 'supply_name' is directly selected from the 'name' column in the 'ecom.raw_supplies' table with no transformation applied, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_supplies.SUPPLY_COST,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_supplies,SUPPLY_COST,,model,stg_supplies,"with

source as (

    select * from {{ source('ecom', 'raw_supplies') }}

),

renamed as (

    select

        ----------  ids
        {{ dbt_utils.generate_surrogate_key(['id', 'sku']) }} as supply_uuid,
        id as supply_id,
        sku as product_id,

        ---------- text
        name as supply_name,

        ---------- numerics
        {{ cents_to_dollars('cost') }} as supply_cost,

        ---------- booleans
        perishable as is_perishable_supply

    from source

)

select * from renamed",,ecom.raw_supplies,cost,The column SUPPLY_COST is derived from the cost column in the raw_supplies table through a transformation that converts cents to dollars.
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_supplies.IS_PERISHABLE_SUPPLY,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_supplies,IS_PERISHABLE_SUPPLY,,model,stg_supplies,"with

source as (

    select * from {{ source('ecom', 'raw_supplies') }}

),

renamed as (

    select

        ----------  ids
        {{ dbt_utils.generate_surrogate_key(['id', 'sku']) }} as supply_uuid,
        id as supply_id,
        sku as product_id,

        ---------- text
        name as supply_name,

        ---------- numerics
        {{ cents_to_dollars('cost') }} as supply_cost,

        ---------- booleans
        perishable as is_perishable_supply

    from source

)

select * from renamed",,ecom.raw_supplies,perishable,"The column `is_perishable_supply` is directly sourced from the `perishable` column in the `ecom.raw_supplies` table without any transformation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.supplies.SUPPLY_UUID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.supplies,SUPPLY_UUID,,model,supplies,"with

supplies as (

    select * from {{ ref('stg_supplies') }}

)

select * from supplies","stg_supplies.SUPPLY_UUID: , stg_supplies.SUPPLY_ID: , stg_supplies.PRODUCT_ID: , stg_supplies.SUPPLY_NAME: , stg_supplies.SUPPLY_COST: , stg_supplies.IS_PERISHABLE_SUPPLY: ",stg_supplies,stg_supplies.SUPPLY_UUID,"The column SUPPLY_UUID is directly selected from the stg_supplies table without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.supplies.SUPPLY_ID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.supplies,SUPPLY_ID,,model,supplies,"with

supplies as (

    select * from {{ ref('stg_supplies') }}

)

select * from supplies","stg_supplies.SUPPLY_UUID: , stg_supplies.SUPPLY_ID: , stg_supplies.PRODUCT_ID: , stg_supplies.SUPPLY_NAME: , stg_supplies.SUPPLY_COST: , stg_supplies.IS_PERISHABLE_SUPPLY: ",stg_supplies,stg_supplies.SUPPLY_ID,"The column SUPPLY_ID is directly selected from the stg_supplies table with no transformations applied, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.supplies.PRODUCT_ID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.supplies,PRODUCT_ID,,model,supplies,"with

supplies as (

    select * from {{ ref('stg_supplies') }}

)

select * from supplies","stg_supplies.SUPPLY_UUID: , stg_supplies.SUPPLY_ID: , stg_supplies.PRODUCT_ID: , stg_supplies.SUPPLY_NAME: , stg_supplies.SUPPLY_COST: , stg_supplies.IS_PERISHABLE_SUPPLY: ",stg_supplies,stg_supplies.PRODUCT_ID,"The column PRODUCT_ID is directly selected from the stg_supplies table without any transformation, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.supplies.SUPPLY_NAME,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.supplies,SUPPLY_NAME,,model,supplies,"with

supplies as (

    select * from {{ ref('stg_supplies') }}

)

select * from supplies","stg_supplies.SUPPLY_UUID: , stg_supplies.SUPPLY_ID: , stg_supplies.PRODUCT_ID: , stg_supplies.SUPPLY_NAME: , stg_supplies.SUPPLY_COST: , stg_supplies.IS_PERISHABLE_SUPPLY: ",stg_supplies,stg_supplies.SUPPLY_NAME,"The column SUPPLY_NAME is directly selected from the stg_supplies table without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.supplies.SUPPLY_COST,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.supplies,SUPPLY_COST,,model,supplies,"with

supplies as (

    select * from {{ ref('stg_supplies') }}

)

select * from supplies","stg_supplies.SUPPLY_UUID: , stg_supplies.SUPPLY_ID: , stg_supplies.PRODUCT_ID: , stg_supplies.SUPPLY_NAME: , stg_supplies.SUPPLY_COST: , stg_supplies.IS_PERISHABLE_SUPPLY: ",stg_supplies,stg_supplies.SUPPLY_COST,"This column is directly selected from the upstream table without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.supplies.IS_PERISHABLE_SUPPLY,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.supplies,IS_PERISHABLE_SUPPLY,,model,supplies,"with

supplies as (

    select * from {{ ref('stg_supplies') }}

)

select * from supplies","stg_supplies.SUPPLY_UUID: , stg_supplies.SUPPLY_ID: , stg_supplies.PRODUCT_ID: , stg_supplies.SUPPLY_NAME: , stg_supplies.SUPPLY_COST: , stg_supplies.IS_PERISHABLE_SUPPLY: ",stg_supplies,stg_supplies.IS_PERISHABLE_SUPPLY,"The column IS_PERISHABLE_SUPPLY is directly selected from the stg_supplies table without any transformations, indicating a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_locations.LOCATION_ID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_locations,LOCATION_ID,,model,stg_locations,"with

source as (

    select * from {{ source('ecom', 'raw_stores') }}

),

renamed as (

    select

        ----------  ids
        id as location_id,

        ---------- text
        name as location_name,

        ---------- numerics
        tax_rate,

        ---------- timestamps
        {{ dbt.date_trunc('day', 'opened_at') }} as opened_date

    from source

)

select * from renamed",,ecom.raw_stores,id,The LOCATION_ID is directly sourced from the id column in the raw_stores table with no transformation applied.
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_locations.LOCATION_NAME,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_locations,LOCATION_NAME,,model,stg_locations,"with

source as (

    select * from {{ source('ecom', 'raw_stores') }}

),

renamed as (

    select

        ----------  ids
        id as location_id,

        ---------- text
        name as location_name,

        ---------- numerics
        tax_rate,

        ---------- timestamps
        {{ dbt.date_trunc('day', 'opened_at') }} as opened_date

    from source

)

select * from renamed",,ecom.raw_stores,name,The column LOCATION_NAME is directly sourced from the name column in the raw_stores table with a one-to-one mapping.
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_locations.TAX_RATE,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_locations,TAX_RATE,,model,stg_locations,"with

source as (

    select * from {{ source('ecom', 'raw_stores') }}

),

renamed as (

    select

        ----------  ids
        id as location_id,

        ---------- text
        name as location_name,

        ---------- numerics
        tax_rate,

        ---------- timestamps
        {{ dbt.date_trunc('day', 'opened_at') }} as opened_date

    from source

)

select * from renamed",,ecom.raw_stores,tax_rate,"The column `tax_rate` is directly selected from the `source` table, which is defined as `{{ source('ecom', 'raw_stores') }}`, indicating a one-to-one mapping with no transformations applied."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.stg_locations.OPENED_DATE,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.stg_locations,OPENED_DATE,,model,stg_locations,"with

source as (

    select * from {{ source('ecom', 'raw_stores') }}

),

renamed as (

    select

        ----------  ids
        id as location_id,

        ---------- text
        name as location_name,

        ---------- numerics
        tax_rate,

        ---------- timestamps
        {{ dbt.date_trunc('day', 'opened_at') }} as opened_date

    from source

)

select * from renamed",,ecom.raw_stores,opened_at,The OPENED_DATE column is derived from the opened_at column using a date truncation transformation to round down to the nearest day.
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.ORDER_ID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,ORDER_ID,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",stg_orders,stg_orders.ORDER_ID,"The ORDER_ID is directly selected from the stg_orders table without any transformation or calculation, establishing a one-to-one mapping."
JAFFLE_SHOP.DBT_JMARWAHA.model.jaffle_shop.orders.LOCATION_ID,JAFFLE_SHOP,DBT_JMARWAHA,model.jaffle_shop.orders,LOCATION_ID,,model,orders,"with

orders as (

    select * from {{ ref('stg_orders') }}

),

order_items as (

    select * from {{ ref('order_items') }}

),

order_items_summary as (

    select
        order_id,

        sum(supply_cost) as order_cost,
        sum(product_price) as order_items_subtotal,
        count(order_item_id) as count_order_items,
        sum(
            case
                when is_food_item then 1
                else 0
            end
        ) as count_food_items,
        sum(
            case
                when is_drink_item then 1
                else 0
            end
        ) as count_drink_items

    from order_items

    group by 1

),

compute_booleans as (

    select
        orders.*,

        order_items_summary.order_cost,
        order_items_summary.order_items_subtotal,
        order_items_summary.count_food_items,
        order_items_summary.count_drink_items,
        order_items_summary.count_order_items,
        order_items_summary.count_food_items > 0 as is_food_order,
        order_items_summary.count_drink_items > 0 as is_drink_order

    from orders

    left join
        order_items_summary
        on orders.order_id = order_items_summary.order_id

),

customer_order_count as (

    select
        *,

        row_number() over (
            partition by customer_id
            order by ordered_at asc
        ) as customer_order_number

    from compute_booleans

)

select * from customer_order_count","stg_orders.ORDER_ID: , stg_orders.LOCATION_ID: , stg_orders.CUSTOMER_ID: , stg_orders.SUBTOTAL_CENTS: , stg_orders.TAX_PAID_CENTS: , stg_orders.ORDER_TOTAL_CENTS: , stg_orders.SUBTOTAL: , stg_orders.TAX_PAID: , stg_orders.ORDER_TOTAL: , stg_orders.ORDERED_AT: , order_items.ORDER_ITEM_ID: , order_items.ORDER_ID: , order_items.PRODUCT_ID: , order_items.ORDERED_AT: , order_items.PRODUCT_NAME: , order_items.PRODUCT_PRICE: , order_items.IS_FOOD_ITEM: , order_items.IS_DRINK_ITEM: , order_items.SUPPLY_COST: ",stg_orders,stg_orders.LOCATION_ID,"The LOCATION_ID is directly selected from the stg_orders table without any transformation, indicating a one-to-one mapping."
